id,display_title,original_title,overview,genres_list,director,cast_top3,release_year,vote_average,vote_count,weighted_rating
2118,L.A. Confidential,L.A. Confidential,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,"['Crime', 'Drama', 'Mystery', 'Thriller']",Curtis Hanson,"['Kevin Spacey', 'Guy Pearce', 'Danny DeVito']",1997.0,7.7,1310,6.761163827619807
11459,Sky High,Sky High,"Set in a world where superheroes are commonly known and accepted, young Will Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.","['Adventure', 'Comedy', 'Family']",Mike Mitchell,"['Michael Angarano', 'Kurt Russell', 'Kelly Preston']",2005.0,5.8,550,6.024890384725424
10806,In & Out,In & Out,A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.,"['Comedy', 'Romance']",Frank Oz,"['Kevin Kline', 'Joan Cusack', 'Tom Selleck']",1997.0,6.3,177,6.110423833917933
9348,Species,Species,"In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye.","['Science Fiction', 'Horror', 'Action']",Roger Donaldson,"['Natasha Henstridge', 'Ben Kingsley', 'Michael Madsen']",1995.0,5.5,453,5.975101769607315
377,A Nightmare on Elm Street,A Nightmare on Elm Street,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson (Heather Langenkamp) traces the cause to child molester Fred Krueger (Robert Englund), who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen (Johnny Depp), must devise a plan to lure the monster out of the realm of nightmares and into the real world...",['Horror'],Wes Craven,"['John Saxon', 'Ronee Blakley', 'Heather Langenkamp']",1984.0,7.2,1180,6.525261130028559
8843,The Cell,The Cell,A psychotherapist journeys inside a comatose serial killer in the hopes of saving his latest victim.,"['Horror', 'Science Fiction', 'Thriller']",Tarsem Singh,"['Jennifer Lopez', ""Vincent D'Onofrio"", 'Vince Vaughn']",2000.0,6.0,436,6.074502372000616
9313,The Man in the Iron Mask,The Man in the Iron Mask,"Years have passed since the Three Musketeers, Aramis, Athos and Porthos, have fought together with their friend, D'Artagnan. But with the tyrannical King Louis using his power to wreak havoc in the kingdom while his twin brother, Philippe, remains imprisoned, the Musketeers reunite to abduct Louis and replace him with Philippe.","['Action', 'Adventure', 'Drama']",Randall Wallace,"['Leonardo DiCaprio', 'Jeremy Irons', 'Gérard Depardieu']",1998.0,6.3,1018,6.166240090630934
39486,Secretariat,Secretariat,"Housewife and mother Penny Chenery agrees to take over her ailing father's Virginia-based Meadow Stables, despite her lack of horse-racing knowledge. Against all odds, Chenery - with the help of veteran trainer Lucien Laurin - manages to navigate the male-dominated business, ultimately fostering the first Triple Crown winner in 25 years.",['Drama'],Randall Wallace,"['Diane Lane', 'John Malkovich', 'Scott Glenn']",2010.0,6.8,103,6.1297250411446385
1273,TMNT,TMNT,"After the defeat of their old arch nemesis, The Shredder, the Turtles have grown apart as a family. Struggling to keep them together, their rat sensei, Splinter, becomes worried when strange things begin to brew in New York City.","['Adventure', 'Animation', 'Comedy', 'Family']",Kevin Munroe,"['Chris Evans', 'Sarah Michelle Gellar', 'Mako']",2007.0,6.0,345,6.077607490555191
13920,Radio,Radio,"High school football coach, Harold Jones befriends Radio, a mentally-challenged man who becomes a student at T.L. Hanna High School in Anderson, South Carolina. Their friendship extends over several decades, where Radio transforms from a shy, tormented man into an inspiration to his community.",['Drama'],Mike Tollin,"['Cuba Gooding Jr.', 'Ed Harris', 'Alfre Woodard']",2003.0,6.8,141,6.142592803313227
50544,Friends with Benefits,Friends with Benefits,"Jamie is a New York-based executive recruiter who entices Dylan, an art director from Los Angeles, to take a job at the New York office of GQ magazine. Finding that they have much in common, the two become fast friends. Feeling jaded by a number of broken romances, Dylan and Jamie decide that they are ready to quit looking for true love and focus on having fun. However, complications unfold when the two best pals add sex to their relationship.","['Romance', 'Comedy']",Will Gluck,"['Justin Timberlake', 'Mila Kunis', 'Patricia Clarkson']",2011.0,6.5,2237,6.316029885380134
325133,Neighbors 2: Sorority Rising,Neighbors 2: Sorority Rising,A sorority moves in next door to the home of Mac and Kelly Radner who have a young child. The Radner's enlist their former nemeses from the fraternity to help battle the raucous sisters.,['Comedy'],Nicholas Stoller,"['Seth Rogen', 'Rose Byrne', 'Zac Efron']",2016.0,5.6,1462,5.8741510710453895
140823,Saving Mr. Banks,Saving Mr. Banks,Author P.L. Travers travels from London to Hollywood as Walt Disney Pictures adapts her novel Mary Poppins for the big screen.,"['Comedy', 'Drama', 'History']",John Lee Hancock,"['Emma Thompson', 'Tom Hanks', 'Paul Giamatti']",2013.0,7.3,1226,6.575397531287756
1883,Malcolm X,Malcolm X,The biopic of the controversial and influential Black Nationalist leader.,"['Drama', 'History']",Spike Lee,"['Denzel Washington', 'Angela Bassett', 'Albert Hall']",1992.0,7.2,370,6.277779476036136
89492,This Is 40,This Is 40,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",['Comedy'],Judd Apatow,"['Paul Rudd', 'Leslie Mann', 'Jason Segel']",2012.0,5.6,896,5.930898257342818
22949,Old Dogs,Old Dogs,"Charlie and Dan have been best friends and business partners for thirty years; their Manhattan public relations firm is on the verge of a huge business deal with a Japanese company. With two weeks to sew up the contract, Dan gets a surprise: a woman he married on a drunken impulse nearly nine years before (annulled the next day) shows up to tell him he's the father of her twins, now seven, and she'll be in jail for 14 days for a political protest. Dan volunteers to keep the tykes, although he's up tight and clueless. With Charlie's help is there any way they can be dad and uncle, meet the kids' expectations, and still land the account?","['Comedy', 'Family']",Walt Becker,"['Robin Williams', 'John Travolta', 'Seth Green']",2009.0,5.2,210,6.000706988321716
12437,Underworld: Rise of the Lycans,Underworld: Rise of the Lycans,"A prequel to the first two Underworld films, this fantasy explains the origins of the feud between the Vampires and the Lycans. Aided by his secret love, Sonja, courageous Lucian leads the Lycans in battle against brutal Vampire king Viktor. Determined to break the king's enslavement of his people, Lucian faces off against the Death Dealer army in a bid for Lycan independence.","['Fantasy', 'Action', 'Adventure', 'Science Fiction', 'Thriller']",Patrick Tatopoulos,"['Bill Nighy', 'Michael Sheen', 'Rhona Mitra']",2009.0,6.2,1428,6.139311840214978
2959,License to Wed,License to Wed,"Newly engaged, Ben and Sadie can't wait to start their life together and live happily ever after. However Sadie's family church's Reverend Frank won't bless their union until they pass his patented, ""foolproof"" marriage prep course consisting of outrageous classes, outlandish homework assignments and some outright invasion of privacy.",['Comedy'],Ken Kwapis,"['Robin Williams', 'Mandy Moore', 'John Krasinski']",2007.0,5.2,253,5.984244140230564
9957,The Benchwarmers,The Benchwarmers,A trio of guys try and make up for missed opportunities in childhood by forming a three-player baseball team to compete against standard little league squads.,['Comedy'],Dennis Dugan,"['Jon Heder', 'Rob Schneider', 'David Spade']",2006.0,5.2,242,5.988390787770718
11648,Must Love Dogs,Must Love Dogs,"Sarah Nolan is a newly divorced woman cautiously rediscovering romance with the enthusiastic but often misguided help of her well-meaning family. As she braves a series of hilarious disastrous mismatches and first dates, Sarah begins to trust her own instincts again and learns that, no matter what, it's never a good idea to give up on love.","['Comedy', 'Romance']",Gary David Goldberg,"['Diane Lane', 'John Cusack', 'Elizabeth Perkins']",2005.0,5.8,140,6.071496257014862
9366,Donnie Brasco,Donnie Brasco,An FBI undercover agent infilitrates the mob and finds himself identifying more with the mafia life at the expense of his regular one.,"['Crime', 'Drama', 'Thriller']",Mike Newell,"['Johnny Depp', 'Al Pacino', 'Michael Madsen']",1997.0,7.4,1147,6.594643329161319
1576,Resident Evil,Resident Evil,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.","['Horror', 'Action', 'Science Fiction']",Paul W.S. Anderson,"['Milla Jovovich', 'Michelle Rodriguez', 'Eric Mabius']",2002.0,6.4,2065,6.255020801065278
609,Poltergeist,Poltergeist,"Steve Freeling lives with his wife, Diane, and their three children, Dana, Robbie, and Carol Anne, in Southern California where he sells houses for the company that built the neighborhood. It starts with just a few odd occurrences, such as broken dishes and furniture moving around by itself. However, when he realizes that something truly evil haunts his home, Steve calls in a team of parapsychologists led by Dr. Lesh to help before it's too late.",['Horror'],Tobe Hooper,"['Craig T. Nelson', 'JoBeth Williams', 'Beatrice Straight']",1982.0,7.0,794,6.365996123263258
5516,The Ladykillers,The Ladykillers,"An eccentric, if not charming Southern professor and his crew pose as a band in order to rob a casino, all under the nose of his unsuspecting landlord – a sharp old woman.","['Comedy', 'Crime', 'Thriller']",Joel Coen,"['Tom Hanks', 'Irma P. Hall', 'Marlon Wayans']",2004.0,6.0,415,6.075196678298661
13051,Max Payne,Max Payne,"Coming together to solve a series of murders in New York City are a DEA agent whose family was slain as part of a conspiracy and an assassin out to avenge her sister's death. The duo will be hunted by the police, the mob, and a ruthless corporation.",['Action'],John Moore,"['Mark Wahlberg', 'Mila Kunis', 'Beau Bridges']",2008.0,5.2,613,5.869074078028149
49530,In Time,In Time,"In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'.","['Action', 'Thriller', 'Science Fiction']",Andrew Niccol,"['Justin Timberlake', 'Amanda Seyfried', 'Cillian Murphy']",2011.0,6.7,3417,6.487374547109297
34806,The Back-Up Plan,The Back-Up Plan,"When Zoe tires of looking for Mr. Right, she decides to have a baby on her own. But on the day she's artificially inseminated, she meets Stan, who seems to be just who she's been searching for all her life. Now, Zoe has to figure out how to make her two life's dreams fit with each other.","['Comedy', 'Romance']",Alan Poul,"['Jennifer Lopez', ""Alex O'Loughlin"", 'Danneel Ackles']",2010.0,5.7,458,6.0139558416992696
49022,Something Borrowed,Something Borrowed,"Though Rachel (Ginnifer Goodwin) is a successful attorney and a loyal, generous friend, she is still single. After one drink too many at her 30th-birthday celebration, Rachel unexpectedly falls into bed with her longtime crush, Dex -- who happens to be engaged to her best friend, Darcy (Kate Hudson). Ramifications of the liaison threaten to destroy the women's lifelong friendship, while Ethan (John Krasinski), Rachel's confidant, harbors a potentially explosive secret of his own.","['Comedy', 'Drama', 'Romance']",Luke Greenfield,"['Kate Hudson', 'Ginnifer Goodwin', 'John Krasinski']",2011.0,5.9,296,6.065521080808753
11469,Black Knight,Black Knight,"Martin Lawrence plays Jamal, an employee in Medieval World amusement park. After sustaining a blow to the head, he awakens to find himself in 14th century England.","['Adventure', 'Comedy', 'Fantasy']",Gil Junger,"['Martin Lawrence', 'Marsha Thomason', 'Tom Wilkinson']",2001.0,5.1,287,5.958195254953516
23479,The Bad News Bears,The Bad News Bears,"An aging, down-on-his-luck ex-minor leaguer coaches a team of misfits in an ultra-competitive California little league.","['Comedy', 'Family']",Michael Ritchie,"['Walter Matthau', ""Tatum O'Neal"", 'Ben Piazza']",1976.0,6.9,97,6.1326589825763165
11667,Street Fighter,Street Fighter,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,"['Action', 'Adventure', 'Thriller']",Steven E. de Souza,"['Jean-Claude Van Damme', 'Raúl Juliá', 'Ming-Na Wen']",1994.0,4.1,325,5.792894607968107
423,The Pianist,The Pianist,The Pianist is a film adapted from the biography of Wladyslaw Szpilman. A Jewish-Polish pianist who during the second world war lived and hid miraculously in Warsaw after having gone through a terrible tragedy. A film from Roman Polanski.,"['Drama', 'War']",Roman Polanski,"['Adrien Brody', 'Thomas Kretschmann', 'Frank Finlay']",2002.0,8.0,1864,7.052681556525011
2447,The Nativity Story,The Nativity Story,"Mary and Joseph make the hard journey to Bethlehem for a blessed event in this retelling of the Nativity story. This meticulously researched and visually lush adaptation of the biblical tale follows the pair on their arduous path to their arrival in a small village, where they find shelter in a quiet manger and Jesus is born.","['Drama', 'History']",Catherine Hardwicke,"['Keisha Castle-Hughes', 'Oscar Isaac', 'Hiam Abbass']",2006.0,6.4,35,6.097922597885236
10066,House of Wax,House of Wax,A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,['Horror'],Jaume Collet-Serra,"['Elisha Cuthbert', 'Paris Hilton', 'Brian Van Holt']",2005.0,5.5,677,5.93279327139946
2288,Closer,Closer,"A witty, romantic, and very dangerous love story about chance meetings, instant attractions, and casual betrayals. Two couples disintegrate when they begin destructive adulterous affairs with each other.","['Drama', 'Romance']",Mike Nichols,"['Julia Roberts', 'Jude Law', 'Natalie Portman']",2004.0,6.7,811,6.278232126095796
88794,J. Edgar,J. Edgar,"As the face of law enforcement in America for almost 50 years, J. Edgar Hoover was feared and admired, reviled and revered. But behind closed doors, he held secrets that would have destroyed his image, his career and his life.","['Drama', 'Crime', 'History']",Clint Eastwood,"['Leonardo DiCaprio', 'Josh Hamilton', 'Geoff Pierson']",2011.0,6.0,741,6.065692872326201
13515,Mirrors,Mirrors,An ex-cop and his family are the target of an evil force that is using mirrors as a gateway into their home.,"['Horror', 'Mystery', 'Thriller']",Alexandre Aja,"['Kiefer Sutherland', 'Paula Patton', 'Amy Smart']",2008.0,6.0,485,6.072931133200569
11979,Queen of the Damned,Queen of the Damned,"Lestat de Lioncourt is awakened from his slumber. Bored with his existence he has now become this generations new Rock God. While in the course of time, another has arisen, Akasha, the Queen of the Vampires and the Dammed. He want's immortal fame, his fellow vampires want him eternally dead for his betrayal, and the Queen want's him for her King. Who will be the first to reach him? Who shall win?","['Drama', 'Fantasy', 'Horror']",Michael Rymer,"['Stuart Townsend', 'Aaliyah', 'Marguerite Moreau']",2002.0,5.4,239,6.0125388441697325
169,Predator 2,Predator 2,"Ten years after a band of mercenaries first battled a vicious alien, the invisible creature from another world has returned to Earth -- and this time, it's drawn to the gang-ruled and ravaged city of Los Angeles. When it starts murdering drug dealers, detective-lieutenant Mike Harrigan and his police force set out to capture the creature, ignoring warnings from a mysterious government agent to stay away.","['Science Fiction', 'Action', 'Thriller']",Stephen Hopkins,"['Kevin Peter Hall', 'Danny Glover', 'Gary Busey']",1990.0,5.9,730,6.037551859086669
8090,Untraceable,Untraceable,"Special Agent Jennifer Marsh (Diane Lane) works in an elite division of the FBI dedicated to fighting cybercrime. She thinks she has seen it all, until a particularly sadistic criminal arises on the Internet. This tech-savvy killer posts live feeds of his crimes on his website; the more hits the site gets, the faster the victim dies. Marsh and her team must find the elusive killer before time runs out.",['Drama'],Gregory Hoblit,"['Diane Lane', 'Billy Burke', 'Colin Hanks']",2008.0,5.9,238,6.070144574686092
11622,Blast from the Past,Blast from the Past,"Following a bomb scare in the 1960s that locked the Webers into their bomb shelter for 35 years, Adam now ventures forth into Los Angeles to obtain food and supplies for his family, and a non-mutant wife for himself.","['Comedy', 'Romance']",Hugh Wilson,"['Brendan Fraser', 'Alicia Silverstone', 'Christopher Walken']",1999.0,6.3,245,6.116611401976673
3604,Flash Gordon,Flash Gordon,"A football player and his friends travel to the planet Mongo and find themselves fighting the tyrant, Ming the Merciless, to save Earth.",['Science Fiction'],Mike Hodges,"['Sam J. Jones', 'Melody Anderson', 'Max von Sydow']",1980.0,6.1,233,6.093052136177562
9541,Jersey Girl,Jersey Girl,"Ollie Trinke is a young, suave music publicist who seems to have it all, with a new wife and a baby on the way. But life deals him a bum hand when he's suddenly faced with single fatherhood, a defunct career and having to move in with his father. To bounce back, it takes a new love and the courage instilled in him by his daughter.","['Comedy', 'Romance']",Kevin Smith,"['Ben Affleck', 'Raquel Castro', 'Liv Tyler']",2004.0,5.8,325,6.0482796500315255
94348,Alex Cross,Alex Cross,"After Washington DC detective Alex Cross is told that a family member has been murdered, he vows to track down the killer. He soon discovers that she was not his first victim and that things are not what they seem.","['Action', 'Thriller', 'Crime', 'Mystery']",Rob Cohen,"['Tyler Perry', 'Rachel Nichols', 'Jean Reno']",2012.0,5.1,300,5.952978018555089
8197,Midnight in the Garden of Good and Evil,Midnight in the Garden of Good and Evil,"A visiting city reporter's assignment suddenly revolves around the murder trial of a local millionaire, whom he befriends.","['Crime', 'Drama', 'Mystery', 'Thriller']",Clint Eastwood,"['John Cusack', 'Kevin Spacey', 'Jude Law']",1997.0,6.3,157,6.108523701953595
336004,Heist,Heist,"A father is without the means to pay for his daughter's medical treatment. As a last resort, he partners with a greedy co-worker to rob a casino. When things go awry they're forced to hijack a city bus.","['Crime', 'Action', 'Thriller']",Scott Mann,"['Jeffrey Dean Morgan', 'Robert De Niro', 'Kate Bosworth']",2015.0,5.6,318,6.01959200281868
35019,Nanny McPhee and the Big Bang,Nanny McPhee and the Big Bang,"Nanny McPhee appears at the door of a harried young mother, Mrs. Isabel Green, who is trying to run the family farm while her husband is away at war. But once she’s arrived, Nanny McPhee discovers that the children are fighting a war of their own against two spoiled city cousins who have just moved in. Relying on everything from a flying motorcycle and a statue that comes to life to a tree-climbing piglet and a baby elephant, Nanny uses her magic to teach her mischievous charges five new lessons.","['Comedy', 'Fantasy']",Susanna White,"['Emma Thompson', 'Asa Butterfield', 'Ralph Fiennes']",2010.0,6.0,436,6.074502372000616
10410,Hoffa,Hoffa,"Jack Nicholson's portrait of union leader James R. Hoffa, as seen through the eyes of his friend, Bobby Ciaro (Danny DeVito). The film follows Hoffa through his countless battles with the RTA and President Roosevelt all the way to a conclusion that negates the theory that he disappeared in 1975.","['Crime', 'History']",Danny DeVito,"['Jack Nicholson', 'Danny DeVito', 'Armand Assante']",1992.0,6.1,81,6.092501925017298
8836,The X Files: I Want to Believe,The X Files: I Want to Believe,"Six years after the events of The X-Files series finale, former FBI agent Doctor Dana Scully is now a staff physician at Our Lady of Sorrows, a Catholic hospital, and treating a boy named Christian who has Sandhoff disease, a terminal brain condition. FBI agent Drummy arrives to ask Scully’s help in locating Fox Mulder, the fugitive former head of the X-Files division, and says they will call off its manhunt for him if he will help investigate the disappearances of several women, including young FBI agent Monica Banan.  Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.","['Drama', 'Mystery', 'Science Fiction', 'Thriller']",Chris Carter,"['David Duchovny', 'Gillian Anderson', 'Amanda Peet']",2008.0,5.5,523,5.961018122672229
14442,Ella Enchanted,Ella Enchanted,"Ella lives in a magical world in which each child, at the moment of their birth, is given a virtuous ""gift"" from a fairy godmother. Ella's so-called gift, however, is obedience. This birthright proves itself to be quite the curse once Ella finds herself in the hands of several unscrupulous characters whom she quite literally cannot disobey. Determined to gain control of her life and decisions, Ella sets off on a journey to find her fairy godmother who she hopes will lift the curse. The path, however, isn't easy -- Ella must outwit a slew of unpleasant obstacles including ogres, giants, wicked stepsisters, elves and Prince Charmont's evil uncle, who wants to take over the crown and rule the kingdom.","['Family', 'Fantasy', 'Comedy']",Tommy O'Haver,"['Anne Hathaway', 'Hugh Dancy', 'Cary Elwes']",2004.0,5.9,437,6.055264215029535
321741,Concussion,Concussion,"A dramatic thriller based on the incredible true David vs. Goliath story of American immigrant Dr. Bennet Omalu, the brilliant forensic neuropathologist who made the first discovery of CTE, a football-related brain trauma, in a pro player and fought for the truth to be known. Omalu's emotional quest puts him at dangerous odds with one of the most powerful institutions in the world.",['Drama'],Peter Landesman,"['Will Smith', 'Alec Baldwin', 'Albert Brooks']",2015.0,7.0,823,6.372904559584505
59965,Abduction,Abduction,A young man sets out to uncover the truth about his life after finding his baby photo on a missing persons website.,"['Thriller', 'Action', 'Mystery']",John Singleton,"['Taylor Lautner', 'Lily Collins', 'Alfred Molina']",2011.0,5.6,961,5.923215044251697
14175,Valiant,Valiant,"The animated comedy tells the story of a lowly wood pigeon named Valiant, who overcomes his small size to become a hero in Great Britain's Royal Air Force Homing Pigeon Service during World War II. The RHPS advanced the Allied cause by flying vital messages about enemy movements across the English Channel, whilst evading brutal attacks by the enemy's Falcon Brigade.","['Animation', 'Family', 'Adventure']",Gary Chapman,"['Ewan McGregor', 'Ricky Gervais', 'Tim Curry']",2005.0,5.2,235,5.99105247172673
11004,Wonder Boys,Wonder Boys,"Grady (Michael Douglas) is a 50-ish English professor who hasn't had a thing published in years -- not since he wrote his award winning ""Great American Novel"" 7 years ago. This weekend proves even worse than he could imagine as he finds himself reeling from one misadventure to another in the company of a new wonder boy author.","['Comedy', 'Drama']",Curtis Hanson,"['Michael Douglas', 'Tobey Maguire', 'Frances McDormand']",2000.0,6.9,161,6.157221263818247
11918,Superhero Movie,Superhero Movie,"The team behind Scary Movie takes on the comic book genre in this tale of Rick Riker, a nerdy teen imbued with superpowers by a radioactive dragonfly. And because every hero needs a nemesis, enter Lou Landers, aka the villainously goofy Hourglass.","['Action', 'Comedy', 'Science Fiction']",Craig Mazin,"['Drake Bell', 'Sara Paxton', 'Leslie Nielsen']",2008.0,4.9,379,5.88840452551556
98357,Broken City,Broken City,"In a broken city rife with injustice, ex-cop Billy Taggart seeks redemption and revenge after being double-crossed and then framed by its most powerful figure, the mayor. Billy's relentless pursuit of justice, matched only by his streetwise toughness, makes him an unstoppable force - and the mayor's worst nightmare.","['Thriller', 'Crime', 'Drama']",Allen Hughes,"['Mark Wahlberg', 'Russell Crowe', 'Catherine Zeta-Jones']",2013.0,5.7,593,5.99652389359143
10012,Cursed,Cursed,"A werewolf loose in Los Angeles changes the lives of three young adults, who, after being mauled by the beast, learn they must kill their attacker if they hope to change their fate to avoid becoming werewolves too.","['Horror', 'Comedy']",Wes Craven,"['Portia de Rossi', 'Christina Ricci', 'Jesse Eisenberg']",2005.0,5.1,167,6.009548316983246
49526,Premium Rush,Premium Rush,"In Manhattan, a bike messenger picks up an envelope that attracts the interest of a dirty cop, who pursues the cyclist throughout the city.","['Crime', 'Action', 'Thriller']",David Koepp,"['Joseph Gordon-Levitt', 'Michael Shannon', 'Dania Ramirez']",2012.0,6.2,832,6.125766999280334
268920,Hot Pursuit,Hot Pursuit,An uptight by-the-book cop must protect the widow of a drug boss from crooked cops and gunmen.,"['Action', 'Comedy', 'Crime']",Anne Fletcher,"['Reese Witherspoon', 'Sofía Vergara', 'Michael Mosley']",2015.0,5.4,647,5.9119852719394075
9093,The Four Feathers,The Four Feathers,"The story, set in 1875, follows a British officer (Heath Ledger) who resigns his post when he learns of his regiment's plan to ship out to the Sudan for the conflict with the Mahdi. His friends and fiancée send him four white feathers which symbolize cowardice. To redeem his honor he disguises himself as an Arab and secretly saves the lives of those who branded him a coward.","['War', 'Adventure', 'Drama', 'Romance']",Shekhar Kapur,"['Heath Ledger', 'Wes Bentley', 'Kate Hudson']",2002.0,6.5,159,6.124636124400822
119283,Parker,Parker,"A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.","['Action', 'Crime']",Taylor Hackford,"['Jason Statham', 'Jennifer Lopez', 'Nick Nolte']",2013.0,5.7,1455,5.918913036642438
11823,Wimbledon,Wimbledon,"A pro tennis player has lost his ambition and has fallen in rank to 119. Fortunately for him, he meets a young player on the women's circuit who helps him recapture his focus for Wimbledon.","['Comedy', 'Romance']",Richard Loncraine,"['Kirsten Dunst', 'Paul Bettany', 'Sam Neill']",2004.0,6.0,293,6.079500889029841
35169,Furry Vengeance,Furry Vengeance,"When real estate developer Dan Sanders finalizes plans to level a swath of pristine Oregon forest to make way for a soulless housing subdivision, a band of woodland creatures rises up to throw a monkey wrench into the greedy scheme. Just how much mischief from the furry critters can the businessman take before he calls it quits?",['Comedy'],Roger Kumble,"['Brendan Fraser', 'Ken Jeong', 'Brooke Shields']",2010.0,4.6,149,5.980299987359466
118957,Bait,Bait,A freak tsunami traps shoppers at a coastal Australian supermarket inside the building ... along with a 12-foot great white shark.,"['Action', 'Horror', 'Thriller']",Kimble Rendall,"['Sharni Vinson', 'Phoebe Tonkin', 'Julian McMahon']",2012.0,5.3,191,6.017615154665518
849,Krull,Krull,A prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet.,"['Fantasy', 'Action', 'Adventure']",Peter Yates,"['Ken Marshall', 'Lysette Anthony', 'Francesca Annis']",1983.0,5.8,129,6.073014229377962
4515,Lions for Lambs,Lions for Lambs,"Three stories told simultaneous in ninety minutes of real time: a Republican Senator who's a presidential hopeful gives an hour-long interview to a skeptical television reporter, detailing a strategy for victory in Afghanistan; two special forces ambushed on an Afghani ridge await rescue as Taliban forces close in; a poli-sci professor at a California college invites a student to re-engage.","['Action', 'Adventure', 'Drama', 'History']",Robert Redford,"['Robert Redford', 'Meryl Streep', 'Tom Cruise']",2007.0,6.0,216,6.082480624453954
18886,Flight of the Intruder,Flight of the Intruder,"U.S. Navy pilot Lt. Jake Grafton and his bombardier buddy, Lt. Cmdr. Virgil Cole, are two soldiers embedded in the Vietnam War growing frustrated by the military's constraints on their missions. Despite the best efforts of their commanding officer, Cmdr. Frank Camparelli, to re-engage them, this disillusioned pair decide to take the war effort into their own hands with an explosive battle plan that could well get them court-martialed.","['Action', 'Adventure', 'Drama', 'Thriller']",John Milius,"['Danny Glover', 'Willem Dafoe', 'Brad Johnson']",1991.0,5.7,31,6.085668233057773
6575,Walk Hard: The Dewey Cox Story,Walk Hard: The Dewey Cox Story,Singer Dewey Cox overcomes adversity to become a musical legend.,"['Comedy', 'Music']",Jake Kasdan,"['John C. Reilly', 'Jenna Fischer', 'Tim Meadows']",2007.0,6.6,212,6.144678206631975
6440,The Shipping News,The Shipping News,An emotionally-beaten man with his young daughter moves to his ancestral home in Newfoundland to reclaim his life.,"['Drama', 'Romance']",Lasse Hallström,"['Kevin Spacey', 'Julianne Moore', 'Cate Blanchett']",2001.0,6.4,108,6.109252052444616
13496,American Outlaws,American Outlaws,"When a Midwest town learns that a corrupt railroad baron has captured the deeds to their homesteads without their knowledge, a group of young ranchers join forces to take back what is rightfully theirs. They will become the object of the biggest manhunt in the history of the Old West and, as their fame grows, so will the legend of their leader, a young outlaw by the name of Jessie James.","['Action', 'Western']",Les Mayfield,"['Colin Farrell', 'Scott Caan', 'Ali Larter']",2001.0,5.7,55,6.080779652940848
18320,The Young Victoria,The Young Victoria,"From Academy Award® winners Graham King and Martin Scorsese, along with the makers of Gosford Park and The Departed, comes the story of Queen Victoria’s early rise to power. From an object of a royal power-struggle to her romantic courtship and legendary marriage to Prince Albert, Emily Blunt (The Devil Wears Prada) gives a stunning performance as the young Victoria. Packed with drama, romance, breath-taking cinematography, lavish costumes and featuring an outstanding British cast including Jim Broadbent, Harriet Walter, Mark Strong, Paul Bettany, Miranda Richardson, and Rupert Friend, The Young Victoria has captivated British audiences, and is the film that Company magazine called “an epic British film, which will sweep you up in her remarkable story.”","['Drama', 'History', 'Romance']",Jean-Marc Vallée,"['Emily Blunt', 'Jim Broadbent', 'Mark Strong']",2009.0,7.0,322,6.227480186483152
22787,Whiteout,Whiteout,"The only U.S. Marshal assigned to Antarctica, Carrie Stetko will soon leave the harsh environment behind for good – in three days, the sun will set and the Amundsen-Scott Research Station will shut down for the long winter. When a body is discovered out on the open ice, Carrie's investigation into the continent's first homicide plunges her deep into a mystery that may cost her her own life.","['Action', 'Crime', 'Mystery', 'Thriller']",Dominic Sena,"['Kate Beckinsale', 'Gabriel Macht', 'Tom Skerritt']",2009.0,5.3,220,6.007504952816849
